Well,Omit,Sample,Target,Dye,Task,Cq,Quantity
A7,false,ckco3,chinook_co3,SYBR,Unknown,32.72478652267918,429.0508251462898
B5,false,ckco3,chinook_co3,SYBR,Standard,24.852156420555275,100000
B6,false,ckco3,chinook_co3,SYBR,Unknown,Undetermined,
B7,false,ckco3,chinook_co3,SYBR,Unknown,35.23145068623248,74.08783828108444
C5,false,ckco3,chinook_co3,SYBR,Standard,28.507460569719555,10000
C6,false,ckco3,chinook_co3,SYBR,Unknown,Undetermined,
C7,false,ckco3,chinook_co3,SYBR,Unknown,29.172084639583034,5170.983177639864
D5,false,ckco3,chinook_co3,SYBR,Standard,31.878424826139906,1000
D6,false,ckco3,chinook_co3,SYBR,Unknown,Undetermined,
D7,false,ckco3,chinook_co3,SYBR,Unknown,29.34072519748404,4594.697090423297
E5,false,ckco3,chinook_co3,SYBR,Standard,34.417326764297385,100
E6,false,ckco3,chinook_co3,SYBR,Unknown,Undetermined,
E7,false,ckco3,chinook_co3,SYBR,Unknown,36.09114545477303,40.564611623866156
F5,false,ckco3,chinook_co3,SYBR,Standard,Undetermined,10
F6,false,ckco3,chinook_co3,SYBR,Unknown,29.894807906779413,3116.3991184329884
F7,false,ckco3,chinook_co3,SYBR,Unknown,33.995929182539726,176.07925327269217
G5,false,ckco3,chinook_co3,SYBR,Standard,Undetermined,1
G6,false,ckco3,chinook_co3,SYBR,Unknown,32.58066638094313,474.63916988033134
G7,false,ckco3,chinook_co3,SYBR,Unknown,33.45901394568169,256.50040115314874
H5,false,ckco3,chinook_co3,SYBR,Standard,Undetermined,1
H6,false,ckco3,chinook_co3,SYBR,Unknown,35.65192463369205,55.182249364581196
H7,false,ckco3,chinook_co3,SYBR,Unknown,Undetermined,
I5,false,ckco3,chinook_co3,SYBR,Standard,Undetermined,1
I6,false,ckco3,chinook_co3,SYBR,Unknown,Undetermined,
I7,false,ckco3,chinook_co3,SYBR,Unknown,35.302254274705376,70.50206629884893
J5,false,ckco3,chinook_co3,SYBR,Unknown,Undetermined,
J6,false,ckco3,chinook_co3,SYBR,Unknown,34.65251903929094,111.1506759250795
J7,false,ckco3,chinook_co3,SYBR,Unknown,Undetermined,
K5,false,ckco3,chinook_co3,SYBR,Unknown,Undetermined,
K6,false,ckco3,chinook_co3,SYBR,Unknown,35.34785869560841,68.28490554660183
K7,false,ckco3,chinook_co3,SYBR,Unknown,26.67643974724848,29715.418408246056
L5,false,ckco3,chinook_co3,SYBR,Unknown,Undetermined,
L6,false,ckco3,chinook_co3,SYBR,Unknown,30.81533740966912,1635.0907160280094
L7,false,ckco3,chinook_co3,SYBR,Unknown,Undetermined,
M5,false,ckco3,chinook_co3,SYBR,Unknown,Undetermined,
M6,false,ckco3,chinook_co3,SYBR,Unknown,29.079803535115843,5516.373617927265
M7,false,ckco3,chinook_co3,SYBR,Unknown,25.40530864007652,72406.72225999145
N5,false,ckco3,chinook_co3,SYBR,Unknown,Undetermined,
N6,false,ckco3,chinook_co3,SYBR,Unknown,34.65535466097154,110.93005966461087
N7,false,ckco3,chinook_co3,SYBR,Negative Control,Undetermined,
O5,false,ckco3,chinook_co3,SYBR,Unknown,Undetermined,
O6,false,ckco3,chinook_co3,SYBR,Unknown,32.45755500269124,517.3989917778488
O7,false,ckco3,chinook_co3,SYBR,Negative Control,Undetermined,
P5,false,ckco3,chinook_co3,SYBR,Unknown,Undetermined,
P6,false,ckco3,chinook_co3,SYBR,Unknown,31.879624584316602,775.686254301156
P7,false,ckco3,chinook_co3,SYBR,Negative Control,Undetermined,
A22,false,RTcytb\,rainbowtrout_cytb,SYBR,Unknown,Undetermined,
A23,false,RTcytb\,rainbowtrout_cytb,SYBR,Unknown,Undetermined,
A24,false,RTcytb\,rainbowtrout_cytb,SYBR,Unknown,40.24790430161545,
B22,false,RTcytb\,rainbowtrout_cytb,SYBR,Unknown,Undetermined,
B23,false,RTcytb\,rainbowtrout_cytb,SYBR,Unknown,Undetermined,
B24,false,RTcytb\,rainbowtrout_cytb,SYBR,Unknown,38.13556548680215,
C22,false,RTcytb\,rainbowtrout_cytb,SYBR,Unknown,Undetermined,
C23,false,RTcytb\,rainbowtrout_cytb,SYBR,Unknown,Undetermined,
C24,false,RTcytb\,rainbowtrout_cytb,SYBR,Unknown,Undetermined,
D22,false,RTcytb\,rainbowtrout_cytb,SYBR,Unknown,Undetermined,
D23,false,RTcytb\,rainbowtrout_cytb,SYBR,Unknown,Undetermined,
D24,false,RTcytb\,rainbowtrout_cytb,SYBR,Unknown,Undetermined,
E22,false,RTcytb\,rainbowtrout_cytb,SYBR,Unknown,Undetermined,
E23,false,RTcytb\,rainbowtrout_cytb,SYBR,Unknown,Undetermined,
E24,false,RTcytb\,rainbowtrout_cytb,SYBR,Unknown,Undetermined,
F22,false,RTcytb\,rainbowtrout_cytb,SYBR,Unknown,Undetermined,
F23,false,RTcytb\,rainbowtrout_cytb,SYBR,Unknown,Undetermined,
F24,false,RTcytb\,rainbowtrout_cytb,SYBR,Unknown,Undetermined,
G22,false,RTcytb\,rainbowtrout_cytb,SYBR,Unknown,Undetermined,
G23,false,RTcytb\,rainbowtrout_cytb,SYBR,Unknown,Undetermined,
G24,false,RTcytb\,rainbowtrout_cytb,SYBR,Unknown,Undetermined,
H22,false,RTcytb\,rainbowtrout_cytb,SYBR,Unknown,Undetermined,
H23,false,RTcytb\,rainbowtrout_cytb,SYBR,Unknown,Undetermined,
H24,false,RTcytb\,rainbowtrout_cytb,SYBR,Unknown,Undetermined,
I22,false,RTcytb\,rainbowtrout_cytb,SYBR,Unknown,Undetermined,
I23,false,RTcytb\,rainbowtrout_cytb,SYBR,Unknown,Undetermined,
I24,false,RTcytb\,rainbowtrout_cytb,SYBR,Unknown,35.2561401976333,
J22,false,RTcytb\,rainbowtrout_cytb,SYBR,Unknown,Undetermined,
J23,false,RTcytb\,rainbowtrout_cytb,SYBR,Unknown,Undetermined,
J24,false,RTcytb\,rainbowtrout_cytb,SYBR,Unknown,Undetermined,
K22,false,RTcytb\,rainbowtrout_cytb,SYBR,Unknown,Undetermined,
K23,false,RTcytb\,rainbowtrout_cytb,SYBR,Unknown,Undetermined,
K24,false,RTcytb\,rainbowtrout_cytb,SYBR,Unknown,27.080137982523894,
L22,false,RTcytb\,rainbowtrout_cytb,SYBR,Unknown,Undetermined,
L23,false,RTcytb\,rainbowtrout_cytb,SYBR,Unknown,Undetermined,
L24,false,RTcytb\,rainbowtrout_cytb,SYBR,Unknown,Undetermined,
M22,false,RTcytb\,rainbowtrout_cytb,SYBR,Unknown,Undetermined,
M23,false,RTcytb\,rainbowtrout_cytb,SYBR,Unknown,Undetermined,
M24,false,RTcytb\,rainbowtrout_cytb,SYBR,Unknown,26.217363107469815,
N22,false,RTcytb\,rainbowtrout_cytb,SYBR,Unknown,Undetermined,
N23,false,RTcytb\,rainbowtrout_cytb,SYBR,Unknown,Undetermined,
N24,false,RTcytb\,rainbowtrout_cytb,SYBR,Negative Control,Undetermined,
O22,false,RTcytb\,rainbowtrout_cytb,SYBR,Unknown,Undetermined,
O23,false,RTcytb\,rainbowtrout_cytb,SYBR,Unknown,Undetermined,
O24,false,RTcytb\,rainbowtrout_cytb,SYBR,Negative Control,Undetermined,
P22,false,RTcytb\,rainbowtrout_cytb,SYBR,Unknown,Undetermined,
P23,false,RTcytb\,rainbowtrout_cytb,SYBR,Unknown,Undetermined,
P24,false,RTcytb\,rainbowtrout_cytb,SYBR,Negative Control,Undetermined,
A10,false,COcytb,coho_cytb,SYBR,Unknown,33.36186436291497,
A11,false,COcytb,coho_cytb,SYBR,Unknown,Undetermined,
A12,false,COcytb,coho_cytb,SYBR,Unknown,Undetermined,
B10,false,COcytb,coho_cytb,SYBR,Unknown,Undetermined,
B11,false,COcytb,coho_cytb,SYBR,Unknown,Undetermined,
B12,false,COcytb,coho_cytb,SYBR,Unknown,Undetermined,
C10,false,COcytb,coho_cytb,SYBR,Unknown,Undetermined,
C11,false,COcytb,coho_cytb,SYBR,Unknown,Undetermined,
C12,false,COcytb,coho_cytb,SYBR,Unknown,Undetermined,
D10,false,COcytb,coho_cytb,SYBR,Unknown,Undetermined,
D11,false,COcytb,coho_cytb,SYBR,Unknown,Undetermined,
D12,false,COcytb,coho_cytb,SYBR,Unknown,Undetermined,
E10,false,COcytb,coho_cytb,SYBR,Unknown,Undetermined,
E11,false,COcytb,coho_cytb,SYBR,Unknown,Undetermined,
E12,false,COcytb,coho_cytb,SYBR,Unknown,Undetermined,
F10,false,COcytb,coho_cytb,SYBR,Unknown,Undetermined,
F11,false,COcytb,coho_cytb,SYBR,Unknown,36.20172010053096,
F12,false,COcytb,coho_cytb,SYBR,Unknown,Undetermined,
G10,false,COcytb,coho_cytb,SYBR,Unknown,Undetermined,
G11,false,COcytb,coho_cytb,SYBR,Unknown,Undetermined,
G12,false,COcytb,coho_cytb,SYBR,Unknown,Undetermined,
H10,false,COcytb,coho_cytb,SYBR,Unknown,Undetermined,
H11,false,COcytb,coho_cytb,SYBR,Unknown,Undetermined,
H12,false,COcytb,coho_cytb,SYBR,Unknown,Undetermined,
I10,false,COcytb,coho_cytb,SYBR,Unknown,Undetermined,
I11,false,COcytb,coho_cytb,SYBR,Unknown,Undetermined,
I12,false,COcytb,coho_cytb,SYBR,Unknown,35.274410383742634,
J10,false,COcytb,coho_cytb,SYBR,Unknown,Undetermined,
J11,false,COcytb,coho_cytb,SYBR,Unknown,Undetermined,
J12,false,COcytb,coho_cytb,SYBR,Unknown,Undetermined,
K10,false,COcytb,coho_cytb,SYBR,Unknown,Undetermined,
K11,false,COcytb,coho_cytb,SYBR,Unknown,Undetermined,
K12,false,COcytb,coho_cytb,SYBR,Unknown,25.575055070280733,
L10,false,COcytb,coho_cytb,SYBR,Unknown,Undetermined,
L11,false,COcytb,coho_cytb,SYBR,Unknown,Undetermined,
L12,false,COcytb,coho_cytb,SYBR,Unknown,Undetermined,
M10,false,COcytb,coho_cytb,SYBR,Unknown,Undetermined,
M11,false,COcytb,coho_cytb,SYBR,Unknown,34.73196556208059,
M12,false,COcytb,coho_cytb,SYBR,Unknown,24.246253682775517,
N10,false,COcytb,coho_cytb,SYBR,Unknown,Undetermined,
N11,false,COcytb,coho_cytb,SYBR,Unknown,Undetermined,
N12,false,COcytb,coho_cytb,SYBR,Negative Control,Undetermined,
O10,false,COcytb,coho_cytb,SYBR,Unknown,Undetermined,
O11,false,COcytb,coho_cytb,SYBR,Unknown,Undetermined,
O12,false,COcytb,coho_cytb,SYBR,Negative Control,Undetermined,
P10,false,COcytb,coho_cytb,SYBR,Unknown,Undetermined,
P11,false,COcytb,coho_cytb,SYBR,Unknown,Undetermined,
P12,false,COcytb,coho_cytb,SYBR,Negative Control,Undetermined,
A1,false,chi1269,chinook_coi,SYBR,Standard,21.938494748522984,1000000
A2,false,chi1269,chinook_coi,SYBR,Unknown,Undetermined,
A3,false,chi1269,chinook_coi,SYBR,Unknown,33.85517245935152,273.852018610696
B1,false,chi1269,chinook_coi,SYBR,Standard,25.43770211962908,100000
B2,false,chi1269,chinook_coi,SYBR,Unknown,Undetermined,
B3,false,chi1269,chinook_coi,SYBR,Unknown,35.64223310885687,78.54666390312521
C1,false,chi1269,chinook_coi,SYBR,Standard,28.80514327349364,10000
C2,false,chi1269,chinook_coi,SYBR,Unknown,Undetermined,
C3,false,chi1269,chinook_coi,SYBR,Unknown,29.971353468775533,4133.217424205035
D1,false,chi1269,chinook_coi,SYBR,Standard,32.44769237403989,1000
D2,false,chi1269,chinook_coi,SYBR,Unknown,Undetermined,
D3,false,chi1269,chinook_coi,SYBR,Unknown,29.97692625127675,4117.15165376173
E1,false,chi1269,chinook_coi,SYBR,Standard,34.907335287860505,100
E2,false,chi1269,chinook_coi,SYBR,Unknown,Undetermined,
E3,false,chi1269,chinook_coi,SYBR,Unknown,35.89826244538193,65.67811035758879
F1,false,chi1269,chinook_coi,SYBR,Standard,Undetermined,10
F2,false,chi1269,chinook_coi,SYBR,Unknown,30.179169234632425,3574.4924816323805
F3,false,chi1269,chinook_coi,SYBR,Unknown,33.33044937210178,395.16083512606264
G1,false,chi1269,chinook_coi,SYBR,Standard,Undetermined,1
G2,false,chi1269,chinook_coi,SYBR,Unknown,32.969368894890934,508.586595885962
G3,false,chi1269,chinook_coi,SYBR,Unknown,33.80357153083341,283.90776445160196
H1,false,chi1269,chinook_coi,SYBR,Standard,Undetermined,1
H2,false,chi1269,chinook_coi,SYBR,Unknown,36.9878407190717,30.670744446058325
H3,false,chi1269,chinook_coi,SYBR,Unknown,Undetermined,
I1,false,chi1269,chinook_coi,SYBR,Standard,Undetermined,1
I2,false,chi1269,chinook_coi,SYBR,Unknown,Undetermined,
I3,false,chi1269,chinook_coi,SYBR,Unknown,31.59868060761783,1325.5024558556995
J1,false,chi1269,chinook_coi,SYBR,Unknown,Undetermined,
J2,false,chi1269,chinook_coi,SYBR,Unknown,34.922709584641495,129.8701350123176
J3,false,chi1269,chinook_coi,SYBR,Unknown,36.8148739809825,34.61156228784004
K1,false,chi1269,chinook_coi,SYBR,Unknown,Undetermined,
K2,false,chi1269,chinook_coi,SYBR,Unknown,33.38020513675727,381.6564392770328
K3,false,chi1269,chinook_coi,SYBR,Unknown,25.11348875901445,123222.99749810803
L1,false,chi1269,chinook_coi,SYBR,Unknown,Undetermined,
L2,false,chi1269,chinook_coi,SYBR,Unknown,32.65809470994979,632.1778704781126
L3,false,chi1269,chinook_coi,SYBR,Unknown,Undetermined,
M1,false,chi1269,chinook_coi,SYBR,Unknown,Undetermined,
M2,false,chi1269,chinook_coi,SYBR,Unknown,29.434653674557758,6014.246618442557
M3,false,chi1269,chinook_coi,SYBR,Unknown,23.949728225754356,277909.28159045335
N1,false,chi1269,chinook_coi,SYBR,Unknown,Undetermined,
N2,false,chi1269,chinook_coi,SYBR,Unknown,34.3088565079306,199.4430719079527
N3,false,chi1269,chinook_coi,SYBR,Negative Control,Undetermined,
O1,false,chi1269,chinook_coi,SYBR,Unknown,Undetermined,
O2,false,chi1269,chinook_coi,SYBR,Unknown,32.221707132574764,857.6037155949273
O3,false,chi1269,chinook_coi,SYBR,Negative Control,Undetermined,
P1,false,chi1269,chinook_coi,SYBR,Unknown,Undetermined,
P2,false,chi1269,chinook_coi,SYBR,Unknown,32.53090886297777,690.9415061184587
P3,false,chi1269,chinook_coi,SYBR,Negative Control,Undetermined,
